Notes,County,County Code,Education,Education Code,Single/Multi Race 31,Single/Multi Race 31 Code,Cause of death,Cause of death Code,Sex,Sex Code,Deaths
NA,"Plymouth County, MA",25023,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,19
NA,"Plymouth County, MA",25023,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,20
NA,"Plymouth County, MA",25023,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,19
NA,"Plymouth County, MA",25023,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,14
NA,"Plymouth County, MA",25023,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Male,M,10
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Female,F,46
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Male,M,29
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Parkinson disease,G20,Female,F,11
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Parkinson disease,G20,Male,M,14
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,20
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,20
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,13
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,27
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Congestive heart failure,I50.0,Female,F,12
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Congestive heart failure,I50.0,Male,M,14
NA,"Plymouth County, MA",25023,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,10
NA,"Plymouth County, MA",25023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Male,M,18
NA,"Plymouth County, MA",25023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,10
NA,"Suffolk County, MA",25025,8th grade or less,1,White (only),1,Unspecified dementia,F03,Female,F,36
NA,"Suffolk County, MA",25025,8th grade or less,1,White (only),1,Unspecified dementia,F03,Male,M,17
NA,"Suffolk County, MA",25025,8th grade or less,1,White (only),1,Parkinson disease,G20,Female,F,10
NA,"Suffolk County, MA",25025,8th grade or less,1,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,19
NA,"Suffolk County, MA",25025,8th grade or less,1,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,12
NA,"Suffolk County, MA",25025,8th grade or less,1,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,12
NA,"Suffolk County, MA",25025,8th grade or less,1,White (only),1,Congestive heart failure,I50.0,Female,F,15
NA,"Suffolk County, MA",25025,8th grade or less,1,Black (only),2,Unspecified dementia,F03,Female,F,21
NA,"Suffolk County, MA",25025,8th grade or less,1,Black (only),2,"Alzheimer disease, unspecified",G30.9,Female,F,20
NA,"Suffolk County, MA",25025,8th grade or less,1,Asian (only),4,Unspecified dementia,F03,Female,F,21
NA,"Suffolk County, MA",25025,8th grade or less,1,Asian (only),4,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,13
NA,"Suffolk County, MA",25025,9th through 12th grade with no diploma,2,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,12
NA,"Suffolk County, MA",25025,9th through 12th grade with no diploma,2,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,11
NA,"Suffolk County, MA",25025,9th through 12th grade with no diploma,2,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,10
NA,"Suffolk County, MA",25025,9th through 12th grade with no diploma,2,Black (only),2,Unspecified dementia,F03,Female,F,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, with renal complications",E14.2,Male,M,13
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,15
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,27
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,19
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Male,M,16
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Female,F,232
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Male,M,82
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,Male,M,21
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,Male,M,14
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,Male,M,13
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Female,F,16
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Male,M,22
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,89
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,28
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Female,F,18
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Male,M,12
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,11
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,23
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Hypertensive renal disease with renal failure,I12.0,Female,F,12
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Acute subendocardial myocardial infarction,I21.4,Male,M,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,43
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,50
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,35
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,72
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,83
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,100
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Other secondary pulmonary hypertension,I27.2,Female,F,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,25
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Male,M,14
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Cardiac arrest, unspecified",I46.9,Male,M,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Female,F,30
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Male,M,13
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Female,F,13
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,20
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Female,F,63
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Male,M,27
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Female,F,37
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Male,M,23
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Intracerebral haemorrhage, unspecified",I61.9,Male,M,11
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Cerebral infarction, unspecified",I63.9,Female,F,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Cerebral infarction, unspecified",I63.9,Male,M,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,42
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,24
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Female,F,11
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Male,M,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,31
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,23
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Female,F,12
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,98
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,68
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,21
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,31
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Female,F,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Female,F,14
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Male,M,17
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,Male,M,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,14
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,22
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Unspecified dementia,F03,Female,F,53
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Unspecified dementia,F03,Male,M,24
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Alzheimer disease, unspecified",G30.9,Female,F,36
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Alzheimer disease, unspecified",G30.9,Male,M,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Essential (primary) hypertension,I10,Female,F,15
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Essential (primary) hypertension,I10,Male,M,14
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,11
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Acute myocardial infarction, unspecified",I21.9,Male,M,20
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,13
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,46
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Atherosclerotic heart disease,I25.1,Female,F,19
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Atherosclerotic heart disease,I25.1,Male,M,24
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Cardiac arrest, unspecified",I46.9,Male,M,10
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Heart failure, unspecified",I50.9,Female,F,15
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Heart failure, unspecified",I50.9,Male,M,12
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,20
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,14
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Female,F,11
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,20
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,22
NA,"Suffolk County, MA",25025,High school graduate or GED completed,3,Black (only),2,Pneumonitis due to food and vomit,J69.0,Male,M,10
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Female,F,21
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,11
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,10
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,13
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,14
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,14
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,14
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,Black (only),2,Unspecified dementia,F03,Female,F,13
NA,"Suffolk County, MA",25025,"Some college credit, but not a degree.",4,Black (only),2,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,16
NA,"Suffolk County, MA",25025,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Female,F,21
NA,"Suffolk County, MA",25025,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Male,M,10
NA,"Suffolk County, MA",25025,"Associate degree (AA,AS)",5,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,13
NA,"Suffolk County, MA",25025,"Associate degree (AA,AS)",5,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,11
NA,"Suffolk County, MA",25025,"Associate degree (AA,AS)",5,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,14
NA,"Suffolk County, MA",25025,"Associate degree (AA,AS)",5,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,12
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Female,F,45
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Male,M,32
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Parkinson disease,G20,Male,M,12
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,19
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,16
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,24
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,11
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,21
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,12
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,29
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Congestive heart failure,I50.0,Male,M,11
NA,"Suffolk County, MA",25025,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,10
NA,"Suffolk County, MA",25025,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Female,F,41
NA,"Suffolk County, MA",25025,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Male,M,27
NA,"Suffolk County, MA",25025,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Parkinson disease,G20,Male,M,12
NA,"Suffolk County, MA",25025,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,14
NA,"Suffolk County, MA",25025,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,11
NA,"Suffolk County, MA",25025,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,17
NA,"Suffolk County, MA",25025,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atrial fibrillation and flutter,I48,Female,F,11
NA,"Suffolk County, MA",25025,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Female,F,14
NA,"Suffolk County, MA",25025,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Male,M,18
NA,"Suffolk County, MA",25025,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,14
NA,"Suffolk County, MA",25025,Unknown or Not Stated,9,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,24
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,10
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,Unspecified dementia,F03,Female,F,80
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,Unspecified dementia,F03,Male,M,37
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,29
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,16
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,11
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,25
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,38
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,Congestive heart failure,I50.0,Female,F,21
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,Congestive heart failure,I50.0,Male,M,14
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,13
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,14
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,23
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,19
NA,"Worcester County, MA",25027,8th grade or less,1,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,13
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,14
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,13
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Unspecified dementia,F03,Female,F,84
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Unspecified dementia,F03,Male,M,52
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Parkinson disease,G20,Male,M,11
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,21
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,11
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Essential (primary) hypertension,I10,Female,F,11
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Essential (primary) hypertension,I10,Male,M,12
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,10
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,29
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,24
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,29
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,57
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Atrial fibrillation and flutter,I48,Female,F,16
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Atrial fibrillation and flutter,I48,Male,M,11
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,11
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Congestive heart failure,I50.0,Female,F,18
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Congestive heart failure,I50.0,Male,M,21
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Heart failure, unspecified",I50.9,Male,M,12
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,16
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,10
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,13
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,15
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,53
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,44
NA,"Worcester County, MA",25027,9th through 12th grade with no diploma,2,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,Female,F,18
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,Male,M,16
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Female,F,18
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Male,M,29
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, with renal complications",E14.2,Female,F,17
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, with renal complications",E14.2,Male,M,20
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,31
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,54
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Unspecified severe protein-energy malnutrition,E43,Female,F,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Unspecified protein-energy malnutrition,E46,Female,F,16
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Hyperlipidaemia, unspecified",E78.5,Female,F,20
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Hyperlipidaemia, unspecified",E78.5,Male,M,22
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Metabolic disorder, unspecified",E88.9,Female,F,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,62
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Male,M,36
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Female,F,665
